YTID,Keywords
0DSVOjk2NfA,Engine knocking
0DYH0sqDXB8,Funk;Music;Soul music
0DefiYiEF4E,Music;Vehicle;Speech;Air brake
0DgH-2g6Tmk,Scratch;Speech
0Djf1pI711g,Sigh
0E7qHzvEuyU,Crushing
0E8p38QTjgI,"Dishes, pots, and pans;Speech;Microwave oven"
0EM3MvTgPL4,"Music;Thump, thud"
0Ed-5hq7AdE,Engine;Jet engine;Vehicle
0Ei3BcBr5aE,Gasp;Speech
0EkXQKzNjkg,Car passing by
0EsJvIfMx0w,"Walk, footsteps"
0EzWmAPwoTs,Music;Ska
0F3WEUPxWCM,Door;Knock;Speech
0FCFuHAWpv8,Crowd;Battle cry
0FHa462_1Mc,Fusillade
0FMR_VBW5TU,"Jingle, tinkle"
0FMdORf5iGs,Music;Writing;Speech;Clapping
0FQo-2xRJ0E,Reversing beeps;Vehicle
0G6lil4WFEM,Music;Bang;Speech
0GQFYsxMP9Y,Music;Tap;Speech
0GXfryMBkGw,Singing;Chant;Music;Tambourine;Speech;Choir;Vocal music
0Gj0gGPGlMA,Laughter;Hiccup;Speech;Baby laughter
0GmmPp502DA,"Insect;Mosquito;Fly, housefly"
0GqvQbY8ftc,Ding;Clang
0H2uMhzSitY,Music;Shatter
0H3FAoDgzhI,Drum and bass;Music of Asia;Music;Techno
0H7e3F9KL78,"Buzzer;Inside, small room"
0H8Co8jdbT4,Music;Dance music;Funny music
0HDoqcA727o,"Gunshot, gunfire;Artillery fire"
0HQCuY_XQa8,Sampler;Music
0HVlzmjFe7k,"Roar;Roaring cats (lions, tigers);Outside, rural or natural"
0HqSxnJEXxA,Bicycle bell
0Hz4R_m0hmI,Car alarm
0I3E-auy8JA,Echo;Speech
0INaX5s-FNI,Echo;Music
0IUR0a8uR5c,Skidding;Tire squeal;Car
0I_Pi3zt4WY,Fart;Music;Knock
0JDlM0Wolms,Pant;Animal
0JKcTVpby0I,Siren;Civil defense siren
0JPT13OUVV8,"Fire engine, fire truck (siren);Emergency vehicle;Siren"
0J_2K1Gvruk,Cello;Double bass;Bowed string instrument
0K-zyeLuKho,Guitar;Music;Musical instrument;Strum;Speech;Plucked string instrument
0K7573uICwg,Music;Bleat
0KXI3QmISXM,"Walk, footsteps;Speech"
0KXc1iKGh7s,"Walk, footsteps"
0KnYLPxGYf0,Gasp
0Kwzah-Rf70,Quack
0L3vcdzQPPU,Theremin
0L7-8yqgMEo,"Wild animals;Speech;Roaring cats (lions, tigers);Animal"
0LEZB41K8o8,Whispering
0LPF76p5WSs,"Electric toothbrush;Speech;Inside, small room"
0LeKOO8Uzig,Humming
0LoFUGfk6MY,Run;Speech
0Lt4MP0-6Tc,"Boat, Water vehicle;Motorboat, speedboat"
0Ly5mdtHGzE,Drill;Tools;Power tool
0M0coGIaGBs,Jazz;Music
0M7nETLOsKQ,Music;Soul music
0M8SMwwe0Ow,Radio;Speech
0MJPqGKIbZg,"Hubbub, speech noise, speech babble;Speech;Outside, rural or natural"
0ML_fBIrGqA,"Bicycle;Vehicle;Inside, small room"
0MOeailZgUo,Speech;Sewing machine
0MWEIhf9RHU,Mechanical fan
0N0ehlFFkF0,Singing;Gospel music;Music;Choir
0N5BFy71y2U,Theme music;Music
0NSzeHaja5o,"Hubbub, speech noise, speech babble;Chatter;Speech"
0NTzOtVmoiU,"Bagpipes;Wind instrument, woodwind instrument"
0NZY0GHQBP0,"Bagpipes;Wind instrument, woodwind instrument"
0N_JKGLWEMc,Mains hum;Hum;Static
0NbN9By4eYw,"Wail, moan;Speech"
0NbRRq0L8o8,Music;Sonar
0Nie2fq4Z00,Folk music;Music
0NmeO0eH9ig,Plop;Speech
0NyrNJAXrIo,"Cat;Domestic animals, pets;Meow;Animal"
0O9ZfRn69i8,Vehicle;Rustling leaves;Car
0OLpIiSBlfc,Sniff;Speech
0ONdm4sW47c,Guitar;Acoustic guitar;Music;Musical instrument;Strum;Plucked string instrument
0OhsCzuk3hI,Music;Female singing
0OhtODbKajw,"String section;Violin, fiddle;Bowed string instrument"
0OiPtV9sd_w,Reversing beeps;Truck;Vehicle
0PIt9R2GD8Q,Bus;Vehicle;Speech
0PKXu1l0OJk,Music;Pulse;Speech
0PNUMPym0I8,Crackle
0PWLf2cAkU8,"Speech;Child speech, kid speaking;Children playing"
0PhU-PIsUMw,Siren;Civil defense siren
0Pok_BH75zY,"Beatboxing;Speech;Inside, small room"
0PpQ8rBtnVM,Music;Gasp;Speech
0Q1JLNfm8oU,Music;Rhythm and blues;Tender music
0Q5mzNz2hiA,Music;Ding-dong;Speech
0QAaln-hjPw,Jazz;Music
0QDYPyHwLhk,"Music;Speech;Inside, public space"
0QF9Nq_WG1c,Cash register
0QKet-tdquc,Reversing beeps;Vehicle
0QSZ9Fr1qeQ,Speech;Air brake
0QYNC7J05XI,Country;Music;Bluegrass
0Q_-akJTU-0,Music;Television;Speech
0Qj73JaG8Ik,Rain;Raindrop;Rain on surface
0QkL6IH7Jqk,Music;Zing
0QzVs8IBn_E,"Engine;Idling;Accelerating, revving, vroom;Vehicle;Medium engine (mid frequency)"
0R348vGkjyw,Engine;Idling;Speech;Medium engine (mid frequency)
0R8NB5yxmMk,Hammer
0RDz0rLakwc,Music;Hip hop music
0RjFykTxCvc,Fowl;Honk;Goose
0RlxIDv_78w,Whoop;Speech
0RpkkfkUBRU,Music;Angry music
0Rqmp6q4wFk,Female singing;Child singing
0S5zWt91Bwo,Guitar;Acoustic guitar;Music;Musical instrument;Strum;Plucked string instrument;Bluegrass
0SEHGxAQL18,"Cat;Domestic animals, pets;Meow;Caterwaul;Speech;Animal"
0SP01BfLUOo,Music;Single-lens reflex camera
0SRRe7FAJCI,Vehicle;Air brake
0SblEOkB43I,Electric toothbrush
0SkccP8H-fQ,"Railroad car, train wagon;Train whistle;Rail transport;Train;Clickety-clack"
0StCxWx9dV8,"Walk, footsteps;Speech"
0SuL-BgsmAs,Bicycle bell
0SuuPw45rLk,Clang
0SypBcVpZ0E,Chatter;Speech
0T45fkKkCCk,Music;Male singing;Synthetic singing
0TIuwSaevec,Music;Funny music
0TPOLU68O9s,Music;Clip-clop;Speech
0TUudXf0l54,"Chirp, tweet;Clatter"
0Tgam1uSqm4,"Chewing, mastication;Speech;Child speech, kid speaking"
0UJBVLInFr0,Breaking
0UPY7ws-VFs,"Music;Air horn, truck horn"
0USa1NWd1XA,Sanding;Rub;Wood
0Uf9LM840vA,Hands
0Ufv6VdlPHM,Eruption
0UiTDRQBGcM,Door;Sliding door;Slam
0Us4I_vXrf4,"Run;Speech;Inside, public space"
0V7XP7n7ZTQ,Keys jangling
0VIHkdBPImc,Hair dryer
0VIITf_iLoE,Jingle (music);Music
0VcSPe-xT5Y,Music;Television
0VeuAMr9goQ,"Smash, crash"
0VsjSa1X7iA,Music;Choir
0VwX92X3iPc,Scratching (performance technique);Whispering;Speech
0W69ei8lbec,"Sink (filling or washing);Water tap, faucet;Water"
0WHpzy7neu0,Child singing
0WIZKo11Zzg,Music;Scratch
0WJK4SWu0Zk,Music;Roll
0WWuZRd-O3c,Music;Mandolin
0WXM7GSgTpE,Organ;Hammond organ
0WZ8CocF6DQ,Speech;Boiling
0WcaojOADSk,Tearing;Speech
0Wdh45yt7tY,"Wind instrument, woodwind instrument;Flute"
0Wl-_a7_lGA,Sitar
0WmHby5gfSo,Music;Funny music
0WmhtEzutdc,Pour;Speech
0Wovyc4_k8Y,Mantra;Speech
0Wt_S3ZEp_I,Reversing beeps;Truck;Vehicle
0X-VJBUONsU,Tabla;Drum;Percussion
0X6CXKUbX6g,Quack;Duck;Speech;Animal
0XLRAeltins,Tuning fork
0XRuJ6NW9yM,Music;Quack
0XVYUK5G_sw,Gurgling;Speech
0XXyOMw32z8,Music;Speech;Drawer open or close
0XjfhlZVmO0,Snicker;Speech
0XnlJAdG5e8,Truck;Vehicle;Air brake
0XrVauCq9JU,Engine;Medium engine (mid frequency)
0XuCucHevvE,Typewriter
0Y2Pt02QXFQ,"Music;Chink, clink;Speech"
0Y2yEMQZFYY,Sniff
0Y74Yz__IEY,Brass instrument;Saxophone
0YFU2RYKHyU,Splinter;Wood
0YHK15saav8,Goat;Animal
0YcJSD6q-yw,Finger snapping
0YjENFbHCfU,Blender
0YsXXGEVmy8,Rain;Raindrop;Rain on surface
0ZNFJz-eZTU,Brass instrument;Saxophone
0ZXWSO_Y2C0,Music;Angry music
0ZdquGB7riA,Ringtone;Music
0Zh8HjR0CbM,Shuffle;Speech
0Zmyypda0VY,Mandolin
0ZqLJ1n7gAs,Music;Skidding;Speech
0ZvSn_SZFXQ,Basketball bounce
0_QcatLmg7c,Guitar;Music;Musical instrument;Strum;Plucked string instrument;Male singing
0_QxGGzOvVI,Coin (dropping)
0_R83lyXiaU,"Bee, wasp, etc.;Hammer;Insect;Fly, housefly"
0_b9p0gjbgE,Music;Rattle (instrument)
0_h8K8CMaF0,Gurgling;Speech;Waterfall
0_hH79HnEdo,Funk;Music;Exciting music
0_utuoBWKmo,"Cat;Domestic animals, pets;Meow;Caterwaul;Speech;Animal"
0a3sS0cfsQk,"Bird flight, flapping wings"
0a6uLBmqZgA,"Bagpipes;Wind instrument, woodwind instrument"
0aCvJzMN-SE,Computer keyboard;Typing
0aJ4ncKJqIg,Insect;Cricket
0aKuES6SO2k,"Bird;Bird vocalization, bird call, bird song;Chirp, tweet"
0abfTrxjX-4,Music;Meow
0aer7MFIYQk,"Cattle, bovinae;Moo;Livestock, farm animals, working animals"
0amHVSbkaX8,Alarm;Fire alarm
0aqEAvk8zQY,Snicker;Speech
0arN4pk83lA,Breaking
0auuJJiE2xI,Vehicle;Speech;Air brake
0bR-EsIOoz0,"Vehicle;Speech;Tire squeal;Car;Race car, auto racing"
0bV3_9--5PM,Background music;Music;Funny music
0bbgeqkDm6U,Crushing
0c-nIj_HjmY,Music;Bouncing
0c6sZTvY_xc,Jingle (music);Music
0c7a5ZyEtf4,Music;Electronic tuner
0cS0h-5XVxU,Music;Cacophony
0ccK49fwj1o,Turkey;Fowl;Gobble
0cd_fXxQq3c,"Dental drill, dentist's drill"
0cjmAt96WEI,Bicycle;Vehicle;Speech
0cr9YtzgZT4,Reversing beeps;Truck;Vehicle;Air brake
0ct9AETvIdE,Car alarm
0cwIKnoMEBE,Alarm;Fire alarm
0cxKT0ROoF4,Traditional music;Music
0d3kh_lETKc,Babbling;Belly laugh;Speech
0d5HRE6Jx3o,Clarinet
0dLpcotJusI,Radio;Speech
0dkcl7MGFyA,Bicycle bell
0e1wdxCx0ME,Door;Sliding door;Speech
0eAbf3x4foY,Ding;Clang
0eK_cwwvWAs,"Fowl;Honk;Cluck;Chicken, rooster"
0ehwxbvn3d0,Music;Shout;Speech
0ew5tlxyZNg,Shuffling cards
0ewWspUqB6Y,"Wind instrument, woodwind instrument;Accordion"
0exM1vzlKDg,"Music;Walk, footsteps"
0exdCRkBniI,Music;Rapping;Hip hop music
0exkCi_xJDM,"Smash, crash"
0ey3c39Vll8,Sneeze;Music;Speech
0eymuxOpj8s,Camera
0f2A-lZYAnw,"Cat;Domestic animals, pets;Meow;Caterwaul;Animal"
0fFIg5WLnm0,Speech;Oink
0fIvxfWezRU,Chop
0fNI6KbbQI8,"Ding;Jingle, tinkle"
0fQFDu2adRk,Music;Sitar
0fSgvtg_OhU,Gurgling;Stream
0fm0oU8FO0U,Vehicle;Helicopter;White noise
0fvNZIpSjS0,Gurgling
0g43Ad6e-40,Music;Musical instrument;Maraca
0gcJJ_M3gP0,"Run;Speech;Outside, urban or manmade"
0ghsGP6AeHw,Zipper (clothing);Speech
0gi_2J5wEO8,"Beep, bleep"
0gzJkUrw-ko,Computer keyboard
0h6dpegN0f4,"Cat;Domestic animals, pets;Caterwaul;Speech;Animal"
0hdanhk-EdE,Firecracker;Music;Speech
0hipL0SkXMo,Engine;Rumble;Vehicle;Car
0hoeAmqwvyY,Speech;Speech synthesizer
0hrpu0UHkVw,Crowd;Cheering;Children shouting
0hw_BB4QN34,Wood block;Drum;Percussion
0hz1GISR2tI,Music;Shuffle
0i2tnmGFHsI,Echo;Music
0iDM2s8kDIA,Singing;Gospel music;Music
0iNkEzDn2ys,Shout;Speech
0ibiAsHSauA,Zipper (clothing);Speech
0irFGhfq0t8,Chant;Music
0ix_rHxU54w,Engine;Idling;Medium engine (mid frequency)
0j8uGnMwGbs,Foghorn
0jBiK305ZIY,Motor vehicle (road);Skidding;Vehicle;Car
0jFN112eGVQ,"Cat;Domestic animals, pets;Meow;Caterwaul;Speech;Animal"
0jXTBAGv9ZQ,Theme music;Music
0jaaX-we-8g,"Hubbub, speech noise, speech babble;Speech;Outside, urban or manmade"
0jsCjvHoCtM,Telephone bell ringing
0jzTEIxgsjM,Speech;Speech synthesizer
0kBQ71uzBNc,Crushing;Rustle
0kGkJuynFEI,Toothbrush
0kdRxEiEGIs,"Canidae, dogs, wolves;Chewing, mastication;Domestic animals, pets;Biting;Crackle;Dog;Animal"
0khKvVDyYV4,Music;Speech;Happy music
0kuZvI5eQwg,"Bird;Bird vocalization, bird call, bird song;Coo;Pigeon, dove"
0l1Z-qU6dtI,Electric toothbrush;Speech
0l70KR79oOI,Sliding door;Speech
0l8d_NhvFwY,Waterfall
0lIETNZ_7sg,Christmas music;Music;Happy music
0m72FCNQQEI,"Aircraft engine;Vehicle;Fixed-wing aircraft, airplane;Aircraft"
0m9CbkMad_k,Music;Pant
0mG5unAv2_A,Lawn mower;Vehicle
0maiaspDy5k,Guitar;Glass;Music;Musical instrument;Pizzicato
0mgA3_glqYo,"Trickle, dribble"
0mgwBb6HO-k,Motor vehicle (road);Vehicle;Tire squeal;Car
0mkgZLfBqsg,"Roar;Music;Animal;Outside, rural or natural"
0nCSWuPhU-w,Music;Television
0nEs0eUZNbg,Gospel music;Music
0nNmbkU8GBI,New-age music;Music;Sonar
0nP5mb2DCtA,Music;Wedding music
0nT-W79s0ck,Typing
0nYhDvktiJo,Singing;Music;Independent music
0ng703aLhXs,Alarm
0nk7utNkHOY,"Cello;Double bass;Violin, fiddle;Bowed string instrument"
0npLQ4LzD0c,Car alarm
0o4vHYlTPBA,"Boat, Water vehicle;Wind;Ship;Wind noise (microphone)"
0oIFGARD9xE,Singing;Gospel music;Christian music;Crowd;Music;Choir
0oSykzOfBO0,Carnatic music;Sitar
0obQ_a6Cm-c,Music;Tap;Speech
0ogrLUe_WSY,Bathtub (filling or washing);Water
0olOcmJ0ceg,Guitar;Music;Musical instrument;Harmonic;Plucked string instrument
0omVgdC33FQ,"Railroad car, train wagon;Train horn;Rail transport;Train"
0pJwADdUrRo,"Cat;Domestic animals, pets;Meow;Caterwaul;Animal"
0pKW6LBhKOA,Microwave oven
0paO14gvFAk,Background music
0paz5XP8YSs,Afrobeat
0pgG7Rk_eqM,"Chainsaw;Outside, rural or natural"
0pr3Huz6pq8,"Wild animals;Speech;Roaring cats (lions, tigers);Animal"
0pxApm5Y6eM,"Jackhammer;Speech;Outside, rural or natural"
0q-80dzp6PU,Disco;Music
0qCbtn--t6Q,Car passing by
0qMF1IbyV3I,"Wild animals;Roaring cats (lions, tigers);Animal"
0qQL0t97qf8,Music;Pant;Speech
0qUXJz4HH_E,Sniff;Speech;Animal
0qZ3tI4nAZE,Meow;Speech
0qbp0OtOvl4,"Cat;Domestic animals, pets;Caterwaul;Animal"
0qo1j2UeWmk,Mains hum;Hum
0qri4nnfgQQ,Caterwaul;Speech;Animal
0qtbbK5HVMw,"Music;Musical instrument;Pour;Violin, fiddle;Bowed string instrument"
0r5gUOfAzeA,Video game music;Music
0rAyrmm7vv0,Speech;Speech synthesizer
0rNr_qnoPQ4,Music;Happy music
0rTIwRC4VvM,"Electric shaver, electric razor"
0rcgzQpsWYs,Fire
0rhb_K228gA,"Domestic animals, pets;Dog;Animal;Whimper (dog)"
0so0iKHpBCo,Pulleys;Mechanisms
0sqyr0zVeKg,Cacophony
0suNPEw298g,Music;Spray
0t2VTlFdpss,"Rodents, rats, mice"
0tG2x7XHl5w,Female singing
0tn9MdMeXKw,"Crumpling, crinkling;Inside, small room"
0u1sk49gAU0,Accordion
0u4gY1bBUwQ,Brass instrument;Saxophone
0u5-WiBKam8,"Wind instrument, woodwind instrument;Flute"
0uLSjMXfurI,Bicycle bell
0uODb2x58so,Music;Male singing;Female singing
0uWEnGBLjXI,White noise
0urv4EcbPAM,Conversation;Music;Speech
0v--fTVAWE8,Snicker;Speech
0vEuPMg759s,Music;Tambourine;Speech
0vjJHHSeCqM,Telephone bell ringing;Speech
0vm7UpkSOnk,Traditional music;Music;Happy music
0vxnu9MTHg8,Gurgling;Speech;Stream
0w1DJl3BCrY,"Music;Knock;Inside, small room"
0w9AACEy4u8,Music;Squeak
0wBoVQQOyGA,Video game music;Music
0wLyVkC2mqA,Crowd;Cheering;Children shouting
0wS8CxS6kxo,Cymbal;Hi-hat
0wiQzgy8F7U,Music;Male singing
0x6chChxzV0,Funk;Music
0xVpqjSaO4o,Chop
0xX5k9enX1M,Speech synthesizer
0xbuSI6TkmM,Scrape
0xhFnKIdYFg,Music;Flap
0xps9c25LqE,"Boat, Water vehicle;Waves, surf;Wind;Ocean;Sailboat, sailing ship;Wind noise (microphone)"
0y1cx6UZNWo,A capella
0y3tr-QUGY0,Alarm clock
0y7HFtVsLiw,"Electric shaver, electric razor;Speech"
0yQlMpe5gj8,Crackle;Clatter
0yRn5wEopkQ,Laughter;Snicker;Speech
0yZgsUq3yWY,Truck;Vehicle;Air brake
0yjZRw5Ks3Y,Tap;Knock
0zI3XimbdLI,Scratch;Speech
0zZyrJDnaXI,Afrobeat
0zfWGqDMT04,"Dental drill, dentist's drill"
0zg9j5y1q3Q,Arrow
0zolXzR9Oi4,Harpsichord;Keyboard (musical)
1--9ZSW-7Rg,"Male speech, man speaking;Speech;Breathing"
1-dMI6S5rLs,Music;Happy music
1-fXYR9FTfM,Buzz;Speech
1-ppkS41Lbs,Punk rock
100CKdZMyQw,Breaking;Speech
1018edESAkw,"Electric shaver, electric razor;Speech;Inside, small room"
10dur7jhFQM,Disco;Music
10hOQD8EgQc,Music;Female singing
10mtAupS0I4,Meow;Speech
11-d3rWQxZY,Fire;Wind;Wind noise (microphone)
11D0JdB7_4k,Didgeridoo;Music;Musical instrument
11KPI6wjtNw,Echo;Music
11Pn3yJifSQ,"Engine;Accelerating, revving, vroom;Vehicle;Car;Medium engine (mid frequency);Engine starting"
11UU7LH_O3g,Cello;Double bass;Bowed string instrument
11fNNN95_og,Music;Angry music
11nYg-lGu3g,Pump (liquid);Water
11p3k7duyKc,"Horse;Neigh, whinny;Speech;Animal"
11quy4AMt0I,Tap
12_M0UL7Vfg,Music;Synthetic singing
12gteLLmj2Q,Singing;Music;A capella
12hZKc3FZOY,"Power windows, electric windows;Speech"
12qbcBfSVKA,"Heart sounds, heartbeat"
12unJJUHEt4,Music;Female singing
12yjIm0Z8Cw,Clicking;Speech
13NbKtlQ1t0,Throbbing;Hum
13PjLquqF3U,Alarm clock
13gVMuGhK3g,Basketball bounce;Speech
13n6n6nKMhI,Theremin
13tn4LAAFWU,"Tearing;Speech;Inside, small room"
13x4gF1RPBQ,Heavy metal;Music
14UdSeNlIlM,Music;Quack;Duck
14wI64-FNvk,Music;Thunk
156So13GHC0,Music;Shuffle
15CZ2h5VL-A,Wood block;Percussion
15HIl2pN6qQ,Music;Synthetic singing
15_EuEnJLmk,Singing;Music;Roll
15cExYBs0D4,Silence;Speech
15htpcg-ii4,"Music;Speech;Vibraphone;Inside, small room"
15mQMIemjFM,"Eruption;Speech;Inside, large room or hall"
15q_K5r3RzU,Baby laughter
15z-gbPxdXg,Bass guitar;Guitar;Acoustic guitar;Music;Musical instrument;Plucked string instrument
15zV8DW9sPY,Music;Radio;Speech
16-gCmo355I,Steam whistle;Steam;Hiss
161-FGTcecc,Grunt;Speech
164R3i5s7-8,"Insect;Mosquito;Fly, housefly"
16F5fdORzSo,Music;Sad music
16JSezE643E,Arrow
16VxjI3ubJs,Sanding;Rub
17BqM45nQxI,Crack;Speech
17MZTRQd5E0,Singing;Music;A capella
17b8kaVOi9c,Synthetic singing
17bfDrV7bvY,Idling;Truck;Speech;Medium engine (mid frequency)
17kDSc8viaY,Applause;Music;Speech
17w1AX8H0_M,Chant;Music
1812KIJ0V60,Clatter
18VKeKPO7So,"Power windows, electric windows"
18booxzbgjQ,Stream
18dzwOnCKds,Music;Female singing
18k-E_2b7rs,Banjo
18zupo38Cj4,Female singing
19-GI2LzOtc,Opera;Classical music
192AgE8E-cw,Basketball bounce;Speech
194N_h5CGzA,Printer
19DRe0cdeXQ,"Silence;Knock;Outside, urban or manmade"
19L9D-ybSGg,Tick
19Pp9QEw17U,Guitar;Acoustic guitar;Music;Musical instrument;Strum;Speech;Plucked string instrument
19tPF3TY3g0,"Burping, eructation;Music;Speech"
19v5EvjdToU,Noise;White noise
1A9-sgX7qMg,Ringtone
1AOe82obwcY,Singing bowl
1AR2ozHEMWI,"Slap, smack"
1AlmsqlPdwM,"Gunshot, gunfire;Cap gun"
1ArUx6UCxe4,Music;Scary music
1AwDdAiWVqY,Vehicle;Air brake;Car
1BQW0MFUhL8,Clip-clop;Speech;Animal
1BTJQY-2OwY,Cash register;Speech
1BXaCy0ox3c,Toothbrush
1C4nSK4AZlM,Video game music;Music;Soundtrack music
1C6VhOCffIE,Guitar;Heavy metal;Musical instrument;Chorus effect;Progressive rock
1CKGuGiDxYA,Stomach rumble;Music;Speech
1Ccis4FDGwY,Reverberation;Effects unit;Guitar;Music;Musical instrument;Plucked string instrument
1Chb_m4zWOs,Crack
1Co1uyI6Ulw,"Explosion;Eruption;Burst, pop"
1CouJesdH7M,"Boat, Water vehicle;Wind;Ship;Wind noise (microphone)"
1DH7AhyL0KU,Spray;Speech
1DiSaLjlU80,Crackle
1DvlbESnFjo,Music;Lullaby
1DxLwZhTj0A,Drip;Speech
1E256RRhLus,Rustle
1E8TnKaIU9Q,Filing (rasp);Rub;Wood
1EH8T2KCFO8,Pump (liquid);Water
1EORv8kpOaY,Ding
1EU64OKtfw4,Insect;Cricket
1E_3Grl-3PA,"Bird;Bird vocalization, bird call, bird song;Coo;Pigeon, dove"
1EqtrXZjiJY,Horse;Clip-clop;Speech;Animal
1Eyl9QV-tyw,Crowd;Children shouting
1FBW61gbpaA,Basketball bounce;Speech
1FQjqLc6m7w,Gargling;Speech
1FnT0RrfMEA,Music;Sad music
1G0ibSUBv2g,Single-lens reflex camera;Speech
1G3TdBrW7ys,"Cat;Music;Domestic animals, pets;Meow;Caterwaul;Speech;Animal"
1G95m_2exAc,Whale vocalization;Animal
1GCOnj53QYM,Scratching (performance technique)
1GG3QoDNLFM,Speech;Fire alarm
1GO3ZvO4tfk,Splinter;Wood
1GSgIoyfFco,"Horse;Neigh, whinny;Speech;Animal"
1GYfkje0--U,Turkey;Fowl;Gobble
1GekS7z6LAI,Stream
1H1yR1SK4_M,Music;Truck;Vehicle;Speech;Air brake
1HI6t8TManA,Music;Wedding music
1HOHi5VAal0,Music;Male singing
1HPYHsdLYCQ,"Cat;Domestic animals, pets;Caterwaul;Speech;Animal"
1HRReYt9Ytc,Music;Choir;Female singing
1He7811HtcI,Chop;Splinter;Wood
1I7RdheghGs,Toilet flush;Water
1IFfUjdN91k,"Bird;Bird vocalization, bird call, bird song;Chirp, tweet;Coo;Pigeon, dove"
1IK4OeOqAEo,Music;Sad music
1ILLsA6gqHE,Singing bowl
1IMi7yfZVVM,Music;Exciting music
1Is1xfDjZrw,Music;Speech;Tender music
1IxBagCJeZc,Laughter;Speech;Clapping
1J-v2SVsSPQ,Liquid;Music;Speech
1JA4xWUWnxk,Boom
1JEa_q6nHOE,"Pink noise;Outside, rural or natural"
1JP7w0w8T44,"Biting;Child speech, kid speaking"
1JSuYfnweOg,Tuning fork
1JbzuVEv3Sw,"Effects unit;Music;Musical instrument;Chorus effect;Speech;Inside, small room"
1JmYeNQ1jEI,Vacuum cleaner
1JqNiV03kog,Carnatic music;Folk music;Music
1JrX-h4KTOI,Singing;Gospel music;Music of Asia;Music;Song
1JwoLPCIGhs,Electric guitar;Guitar;Acoustic guitar;Music;Musical instrument;Strum;Plucked string instrument
1K1rV9kFs6I,Theme music;Music
1KN3GrwhY8c,Disco;Music;Dance music
1KUTHIZSYRM,"Fill (with liquid);Pump (liquid);Inside, small room"
1KjKucI0964,Rattle
1KtITWt8BTI,Music;Male singing
1LA64TXatWk,Scratching (performance technique);Music
1LFAU_QD9Ec,"Whoosh, swoosh, swish"
1LHxY6b9JAU,Vacuum cleaner
1LRWNVhLjyk,Crunch
1LqxWWqSQe4,Gurgling;Speech
1LtwP9mSSJU,"Chuckle, chortle;Gargling"
1M-zH_FQDdM,Speech;White noise
1MF9_29YUZU,Static
1MRuBWZEsS4,Coin (dropping)
1MrNSdFGxtE,Speech;Children playing
1Ms9GajaUQ4,Car passing by
1MvzeSDi10M,Singing;Yell
1N-nwumcrgw,Drum machine
1NBfq3jtaC8,Gurgling;Speech
1NEybsmFECg,Music;Bleat
1NNtU2-t_OA,Chop
1NQWDv3XSWE,Patter
1NYANpd5Grs,"Domestic animals, pets;Biting;Dog;Inside, small room"
1N_t-hPKYHM,Music;Single-lens reflex camera;Speech
1Nc8a9gnDso,Music;Trance music
1O4LpU7HggY,Music;Speech;Happy music
1O7poxGGFws,Speech;Growling
1OHxLcGzhv0,Explosion;Music;Eruption
1OIfQHKnAcw,Electric piano;Keyboard (musical);Piano
1OJ3grdpoD0,Glass;Music
1OJGboLx4KI,"Smash, crash"
1OM5619KGEI,Rain;Thunderstorm;Thunder
1ObHezZoZ1I,Music;Punk rock
1ObaLGDunXY,"Music;Speech;Inside, public space;Outside, urban or manmade"
1Omt64u061M,Clatter
1Oy7Yha8LOg,"Cat;Domestic animals, pets;Meow;Caterwaul;Animal"
1PGYERDDVTo,A capella
1PK0s_W9hkM,Shatter
1PM96hV5XMo,Truck;Vehicle;Air brake
1PNIehOh7Sw,Printer
1PQCymDynPs,"Vehicle;Traffic noise, roadway noise"
1PS6X_Kg3-M,Raindrop
1PXdsHgpRgA,Knock;Speech
1PajbAKd8Kg,Cough
1PbHXMJJ-dY,A capella
1Pe-XrXSg64,"Speech;Microwave oven;Inside, small room"
1PeBvAdub4w,"Chink, clink"
1PxKjFulkLs,"Domestic animals, pets;Bow-wow;Dog;Animal;Whimper (dog)"
1Q7aLH4z8Bs,Stream
1QFli7KSXAQ,Disco;Music
1QN_iWjfMOc,"Wild animals;Speech;Roaring cats (lions, tigers);Animal"
1QSD-dzEv7Y,"Wind instrument, woodwind instrument;Flute"
1Qju138etmc,Snake;Hiss
1QrqkC1mt94,"Laughter;Female speech, woman speaking;Music;Chuckle, chortle;Speech"
1RRGInmOhTQ,Music;Tender music
1RVYmY1EFFI,Christmas music;Music
1Rd1w7Ty1ak,Music;Happy music
1SF8aPE89dM,Music;Zing
1SO5RJLWKAs,Guitar;Music;Musical instrument;Strum;Plucked string instrument
1SRr6IhJV_A,"Skateboard;Walk, footsteps"
1SS3-D-Aqr4,Gurgling
1SlgQmZlEZA,Music;Gurgling;Speech
1SlyRu7fIzk,Applause
1T5zVWMT3dM,Zither;Pizzicato
1T6RmWWux7g,Music;Bang;Speech
1T9Uh6OHmuU,Guitar;Music;Musical instrument;Strum;Plucked string instrument
1TB3-XSom_A,"Speech;Baby cry, infant cry"
1TGd0asihZw,Music;Rattle (instrument)
1TOi-OoaT8I,"Sink (filling or washing);Water tap, faucet;Liquid;Water;Speech"
1TVvMsrlWq8,Vibration
1ToIyrmWFjw,Music;Rapping;Middle Eastern music;Zing
1TpuuM-CRfE,"Firecracker;Speech;Outside, rural or natural"
1U7l0iDgxJ0,Knock
1UPlYnBFrI0,"Marimba, xylophone;Glockenspiel;Mallet percussion"
